"﻿""証券コード""",CSV略称,正式企業名(和),Qr1略称(和),カナ,正式企業名(英),略称(英),FACTSET業種,旧社名・旧商号,EDINETコード,新証券コード,協会業種,日経業種(小分類),優先市場,配信開始日,売買単位,発行済株式総数,HPアドレス,決算期,配当基準日,決算発表予定日,決算発表履歴,日経業種（中分類）_抽出,上場市場名_抽出,指数採用_抽出
7916,光村印,光村印刷,光村印,ﾐﾂﾑﾗｲﾝｻﾂ,"MITSUMURA PRINTING CO., LTD.",MITMURA,商業印刷,,E00696,390480000,その他製品,印刷,東証,データなし,100,"3,103,420",http://www.mitsumura.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 16:00,"1Q: 2025/08/08
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/13",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7917,ZACROS,ＺＡＣＲＯＳ,ＺＡＣＲＯＳ,ｻﾞｸﾛｽ,ZACROS CORP.,ZACROS,特殊加工,,E02423,382100000,化学,合成樹脂,東証,(02/12/24),100,"77,071,040",https://www.zacros.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/05 16:00,"1Q: 2025/08/07
2Q: 2025/11/06
3Q: 2025/02/06
通期: 2025/05/08",化学,東証ﾌﾟﾗｲﾑ,
7918,ｳﾞｨｱHD,ヴィア・ホールディングス,ヴィアＨＤ,ｳﾞｨｱﾎｰﾙﾃﾞｨﾝｸﾞｽ,"VIA HOLDINGS, INC.",VIAHD,レストラン,"日本システム
ヴィア・ホールディングス
あかつきビーピー
暁印刷",E00705,310720000,小売業,他サービス業,東証,(13/ 7/16),100,"45,635,713",http://www.via-hd.co.jp,3/末,9/末 3/末,3Q連: 2026/02/10 16:00,"1Q: 2025/08/12
2Q: 2025/11/11
3Q: 2025/02/12
通期: 2025/05/13",サービス,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7919,野崎印,野崎印刷紙業,野崎紙,ﾉｻﾞｷｲﾝｻﾂｼｷﾞｮｳ,"NOZAKI INSATSU SHIGYO CO., LTD.",NOZAKIN,容器・包装,,E00652,376060000,その他製品,印刷,東証,データなし,100,"21,460,000",http://www.nozakiinsatu.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 15:00,"1Q: 2025/07/31
2Q: 2025/10/30
3Q: 2025/01/31
通期: 2025/04/23",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7921,TAKARA&C,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,宝＆ＣＯ,ﾀｶﾗｱﾝﾄﾞｶﾝﾊﾟﾆｰ,TAKARA & COMPANY LTD.,TAKARA&C,その他商業サービス,,E00710,345900000,その他製品,印刷,東証,(98/ 4/ 8),100,"13,153,293",https://www.takara-company.co.jp/,5/末,11/末 5/末,,"1Q: 2025/09/29
2Q: 2025/12/25
3Q: 2025/03/27
通期: 2025/07/09",その他製造,東証ﾌﾟﾗｲﾑ,
7922,三光産,三光産業,三光産業,ｻﾝｺｳｻﾝｷﾞｮｳ,"SANKO SANGYO CO., LTD.",SANKSAN,商業印刷,,E00712,333100000,その他製品,印刷,東証,(13/ 7/16),100,"7,878,800",http://www.sankosangyo.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/12
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7923,ﾄｰｲﾝ,トーイン,トーイン,ﾄｰｲﾝ,TOIN CORP.,TOIN,容器・包装,,E00713,355221000,その他製品,他パルプ・紙,東証,(13/ 7/16),100,"6,377,500",http://www.toin.co.jp/,3/末,9/末 3/末,,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",パルプ・紙,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7925,前澤化,前澤化成工業,前沢化成,ﾏｴｻﾞﾜｶｾｲｺｳｷﾞｮｳ,"MAEZAWA KASEI INDUSTRIES CO., LTD.",MAEKASE,建設関連製品,,E00861,386025000,化学,合成樹脂,東証,(00/ 2/15),100,"15,732,000",http://www.maezawa-k.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 16:00,"1Q: 2025/08/08
2Q: 2025/10/31
3Q: 2025/02/13
通期: 2025/05/14",化学,東証ﾌﾟﾗｲﾑ,
7927,ﾑﾄｰ精工,ムトー精工,ムトー精工,ﾑﾄｰｾｲｺｳ,MUTO SEIKO CO.,MUTOSEI,その他製造業,,E01032,391340000,化学,その他製造業,東証,(13/ 7/16),100,"7,739,548",http://www.muto.co.jp,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/08
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/13",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7928,旭化学,旭化学工業,旭化学,ｱｻﾋｶｶﾞｸｺｳｷﾞｮｳ,"ASAHI KAGAKU KOGYO CO., LTD.",ASA-GAK,その他製造業,,E01031,311100000,化学,その他製造業,東証,(13/ 7/16),100,"3,896,000",https://www.asahikagakukogyo.co.jp/,8/末,2/末 8/末,1Q連: 2026/01/13,"1Q: 2026/01/13
2Q: 2025/04/14
3Q: 2025/07/11
通期: 2025/10/14",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾒｲﾝ,
7931,未来工業,未来工業,未来工業,ﾐﾗｲｺｳｷﾞｮｳ,"MIRAI INDUSTRY CO., LTD.",MIRAI-I,電気製品,"未来工業
未来",E02002,391060000,化学,他電気機器,東証,(18/12/13),100,"25,607,086",http://www.mirai.co.jp/,3/20,9/20 3/20,3Q連: 2026/01/29 15:00,"1Q: 2025/07/24
2Q: 2025/10/23
3Q: 2025/01/28
通期: 2025/04/24",電気機器,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,
7932,ニッピ,ニッピ,ニッピ,ﾆｯﾋﾟ,"NIPPI,INC.",NIPPI,製菓業,,E01120,368520000,その他製品,その他製造業,東証,(13/ 7/16),100,"2,889,000",http://www.nippi-inc.co.jp,3/末,9/末 3/末,3Q連: 2026/02/10 15:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/15",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7936,ｱｼｯｸｽ,アシックス,アシックス,ｱｼｯｸｽ,ASICS CORP.,ASICS,衣料・履物,"アシックス商事
アシックス",E02378,311800000,その他製品,その他製造業,東証,データなし,100,"734,482,236",http://www.asics.co.jp/,12/末,6/末 12/末,本連: 2026/02/13 13:00,"1Q: 2025/05/15
2Q: 2025/08/13
3Q: 2025/11/12
通期: 2025/02/14",その他製造,東証ﾌﾟﾗｲﾑ,JPX日経400 日経300 日経500平均
7937,ツツミ,ツツミ,ツツミ,ﾂﾂﾐ,"TSUTSUMI JEWELRY CO., LTD.",TUTUMIJ,専門小売,,E03180,353350000,その他製品,その他製造業,東証,(94/ 9/21),100,"15,630,000",http://www.tsutsumi.co.jp,3/末,9/末 3/末,3Q単: 2026/02/06 14:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/09",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7938,ﾘｰｶﾞﾙ,リーガルコーポレーション,リーガル,ﾘｰｶﾞﾙｺｰﾎﾟﾚｰｼｮﾝ,REGAL CORP.,REGAL,衣料・履物小売り,,E01118,396920000,その他製品,その他製造業,東証,(13/ 7/16),100,"3,250,000",http://www.regal.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/06
2Q: 2025/11/10
3Q: 2025/02/10
通期: 2025/05/12",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7939,研　創,研創,研創,ｹﾝｿｳ,"KENSOH CO., LTD.",KENSOH,広告・マーケティングサービス,,E01428,328200000,その他製品,他金属製品,東証,(13/ 7/16),100,"4,022,774",http://www.kensoh.co.jp,3/末,9/末 3/末,3Q単: 2026/01/30 12:00,"1Q: 2025/07/25
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/09",非鉄金属製品,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7940,ｳｪｰﾌﾞﾛｯｸ,ウェーブロックホールディングス,ウェーブＨＤ,ｳｪｰﾌﾞﾛｯｸﾎｰﾙﾃﾞｨﾝｸﾞｽ,"WAVELOCK HOLDINGS CO., LTD.",WAVELOCK,特殊加工,"ウェーブロックホールディングス
日本ウェーブロック
ダイオ化成",E33050,368780000,化学,合成樹脂,東証,(17/ 4/10),100,"11,120,538",http://www.wavelock-holdings.com/,3/末,9/末 3/末,3Q連: 2026/01/30 15:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/09",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7942,ＪＳＰ,ＪＳＰ,ＪＳＰ,ｼﾞｪｲｴｽﾋﾟｰ,J S P CORP.,JSP,特殊化学,,E00858,338600000,化学,合成樹脂,東証,データなし,100,"31,413,473",http://www.co-jsp.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 15:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/04/30",化学,東証ﾌﾟﾗｲﾑ,
7943,ニチハ,ニチハ,ニチハ,ﾆﾁﾊ,NICHIHA CORP.,NICHIHA,建設資材,ニチハ,E02415,366220000,ｶﾞﾗｽ土石製品,セメント二次,東証,(96/12/ 6),100,"34,487,164",https://www.nichiha.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 16:00,"1Q: 2025/07/31
2Q: 2025/11/07
3Q: 2025/01/31
通期: 2025/05/13",窯業,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,
7944,ﾛｰﾗﾝﾄﾞ,ローランド,ローランド,ﾛｰﾗﾝﾄﾞ,ROLAND CORP.,ROLAND,娯楽用品,,E01834,398340000,その他製品,楽器,東証,(20/12/16),100,"26,580,659",https://www.roland.com/jp/,12/末,6/末 12/末,本連: 2026/02/13 11:00,"1Q: 2025/05/13
2Q: 2025/08/07
3Q: 2025/11/11
通期: 2025/02/13",その他製造,東証ﾌﾟﾗｲﾑ,JPX日経400
7946,光陽社,光陽社,光陽社,ｺｳﾖｳｼｬ,KOYOSHA INC.,KOYOSHA,商業印刷,,E00711,329200000,その他製品,印刷,東証,(13/ 7/16),100,"850,100",https://www.koyosha-inc.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10,"1Q: 2025/08/08
2Q: 2025/11/10
3Q: 2025/02/07
通期: 2025/05/19",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾒｲﾝ,
7947,ｴﾌﾋﾟｺ,エフピコ,エフピコ,ｴﾌﾋﾟｺ,FP CORP.,FP,その他製造業,"ダイヤフーズ
エフピコ",E02412,316700000,化学,その他製造業,東証,(00/ 3/ 1),100,"84,568,424",https://www.fpco.jp/,3/末,9/末 3/末,3Q連: 2026/01/29 15:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/04/30",その他製造,東証ﾌﾟﾗｲﾑ,
7949,小松ｳｵﾙ,小松ウオール工業,小松ウオール,ｺﾏﾂｳｵｰﾙｺｳｷﾞｮｳ,"KOMATSU WALL INDUSTRY CO., LTD.",KOMT-WL,建設関連製品,,E02408,330320000,その他製品,他金属製品,東証,(99/ 3/ 1),100,"19,721,980",http://www.komatsuwall.co.jp/,3/末,9/末 3/末,3Q単: 2026/01/29 15:00,"1Q: 2025/07/24
2Q: 2025/10/30
3Q: 2025/01/30
通期: 2025/04/28",非鉄金属製品,東証ﾌﾟﾗｲﾑ,
7951,ヤマハ,ヤマハ,ヤマハ,ﾔﾏﾊ,YAMAHA CORP.,YAMAHA,娯楽用品,,E02362,394260000,その他製品,楽器,東証,データなし,100,"503,000,000",http://www.yamaha.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 15:00,"1Q: 2025/08/01
2Q: 2025/11/04
3Q: 2025/02/05
通期: 2025/05/08",その他製造,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
7952,河合楽,河合楽器製作所,河合楽,ｶﾜｲｶﾞｯｷｾｲｻｸｼｮ,"KAWAI MUSICAL INSTRUMENTS MFG. CO., LTD.",KAWAI-J,娯楽用品,,E02363,322140000,その他製品,楽器,東証,データなし,100,"9,011,560",http://www.kawai.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/06
2Q: 2025/11/12
3Q: 2025/02/14
通期: 2025/05/15",その他製造,東証ﾌﾟﾗｲﾑ,
7953,菊水化,菊水化学工業,菊水化,ｷｸｽｲｶｶﾞｸｺｳｷﾞｮｳ,"KIKUSUI CHEMICAL INDUSTRIES CO., LTD.",KIKUSUI,特殊加工,,E00912,323660000,その他製品,塗料・インキ,東証,(14/12/16),100,"12,744,054",http://www.kikusui-chem.co.jp,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/13
3Q: 2025/02/14
通期: 2025/05/14",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾒｲﾝ,
7955,ｸﾘﾅｯﾌﾟ,クリナップ,クリナップ,ｸﾘﾅｯﾌﾟ,CLEANUP CORP.,CLEANUP,家具・装飾,,E02406,327020000,その他製品,その他製造業,東証,データなし,100,"37,442,374",http://cleanup.jp/,3/末,9/末 3/末,3Q連: 2026/02/05 16:00,"1Q: 2025/08/06
2Q: 2025/11/07
3Q: 2025/02/06
通期: 2025/05/08",その他製造,東証ﾌﾟﾗｲﾑ,
7956,ﾋﾟｼﾞｮﾝ,ピジョン,ピジョン,ﾋﾟｼﾞｮﾝ,PIGEON CORPORATION,PIGEON,家庭用品・パーソナルケア,,E02404,380160000,その他製品,その他製造業,東証,(95/ 7/ 7),100,"121,653,486",http://www.pigeon.co.jp/,12/末,6/末 12/末,本連: 2026/02/13 14:00,"1Q: 2025/05/13
2Q: 2025/08/07
3Q: 2025/11/06
通期: 2025/02/14",その他製造,東証ﾌﾟﾗｲﾑ,日経300 日経500平均
7957,ﾌｼﾞｺﾋﾟｱ,フジコピアン,フジコピアン,ﾌｼﾞｺﾋﾟｱﾝ,"FUJICOPIAN CO., LTD.",FJICPAN,コンピューター周辺機器,,E02402,381340000,その他製品,事務用品,東証,(13/ 7/16),100,"1,789,487",http://www.fujicopian.com/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/15
2Q: 2025/08/08
3Q: 2025/11/14
通期: 2025/02/14",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ 福証,
7962,ｷﾝｸﾞｼﾞﾑ,キングジム,キングジム,ｷﾝｸﾞｼﾞﾑ,"KING JIM CO., LTD.",KINGJIM,事務用機器・事務用品,"ぼん家具
キング産業
キングジム",E02398,326200000,その他製品,事務用品,東証,(01/ 3/16),100,"31,459,692",http://www.kingjim.co.jp/,6/20,12/20 6/20,2Q連: 2026/01/29 16:00,"1Q: 2025/10/31
2Q: 2025/01/30
3Q: 2025/04/24
通期: 2025/07/31",その他製造,東証ﾌﾟﾗｲﾑ,
7963,興　研,興研,興研,ｺｳｹﾝ,KOKEN LTD.,KOKEN,特殊医療,,E02396,328660000,その他製品,その他製造業,東証,(13/ 7/16),100,"5,104,003",http://www.koken-ltd.co.jp/,12/末,6/末 12/末,本連: 2026/02/10 15:00,"1Q: 2025/05/08
2Q: 2025/08/06
3Q: 2025/11/07
通期: 2025/02/07",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7965,象　印,象印マホービン,象印,ｿﾞｳｼﾞﾙｼﾏﾎｰﾋﾞﾝ,ZOJIRUSHI CORP.,ZOJIRUS,電化製品,"東配サービス
象印マホービン",E02395,343740000,電気機器,家庭電器,東証,(13/ 7/16),100,"72,600,000",http://www.zojirushi.co.jp,11/20,5/20 11/20,,"1Q: 2025/03/31
2Q: 2025/06/30
3Q: 2025/09/30
通期: 2025/12/25",電気機器,東証ﾌﾟﾗｲﾑ,
7966,ﾘﾝﾃｯｸ,リンテック,リンテック,ﾘﾝﾃｯｸ,LINTEC CORP.,LINTEC,特殊加工,,E02394,397720000,その他製品,その他製造業,東証,データなし,100,"72,488,740",http://www.lintec.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/09 13:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/06
通期: 2025/05/08",その他製造,東証ﾌﾟﾗｲﾑ,日経300
7970,信越ﾎﾟﾘ,信越ポリマー,信越ポリ,ｼﾝｴﾂﾎﾟﾘﾏｰ,"SHIN-ETSU POLYMER CO., LTD.",SINETUP,特殊化学,,E02388,337160000,化学,合成樹脂,東証,データなし,100,"82,623,376",http://www.shinpoly.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/26 15:00,"1Q: 2025/07/23
2Q: 2025/10/23
3Q: 2025/01/28
通期: 2025/04/24",化学,東証ﾌﾟﾗｲﾑ,
7971,東　リ,東リ,東リ,ﾄｳﾘ,TOLI CORP.,TOLI,家具・装飾,,E00995,362060000,化学,合成樹脂,東証,データなし,100,"60,129,249",http://www.toli.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/05 14:00,"1Q: 2025/07/30
2Q: 2025/11/05
3Q: 2025/02/05
通期: 2025/05/08",化学,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7972,イトーキ,イトーキ,イトーキ,ｲﾄｰｷ,ITOKI CORP.,ITOKI,事務用機器・事務用品,"新日本ｼｽﾃｯｸ
伊藤喜ｵｰﾙｽﾁｰ
イトーキ
イトーキ　クレビオ",E02371,314270000,その他製品,その他製造業,東証,データなし,100,"53,382,850",http://www.itoki.jp,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/02
2Q: 2025/08/04
3Q: 2025/10/31
通期: 2025/02/13",その他製造,東証ﾌﾟﾗｲﾑ,
7974,任天堂,任天堂,任天堂,ﾆﾝﾃﾝﾄﾞｳ,"NINTENDO CO., LTD.",NINTEND,娯楽用品,,E02367,375660000,その他製品,他サービス業,東証,データなし,100,"1,298,690,000",http://www.nintendo.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/03 15:00,"1Q: 2025/08/01
2Q: 2025/11/04
3Q: 2025/02/04
通期: 2025/05/08",サービス,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
7975,ﾘﾋﾄﾗﾌﾞ,リヒトラブ,リヒトラブ,ﾘﾋﾄﾗﾌﾞ,"LIHIT LAB., INC.",LIHITLB,事務用機器・事務用品,,E00667,397460000,その他製品,事務用品,東証,(13/ 7/16),100,"3,815,700",http://www.lihit-lab.com,2/末,8/末 2/末,3Q連: 2026/01/09,"1Q: 2025/07/04
2Q: 2025/10/03
3Q: 2026/01/09
通期: 2025/04/04",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾒｲﾝ,
7976,菱鉛筆,三菱鉛筆,菱鉛筆,ﾐﾂﾋﾞｼｴﾝﾋﾟﾂ,"MITSUBISHI PENCIL CO., LTD.",MTB-PEN,その他耐久消費財,,E02366,389560000,その他製品,事務用品,東証,データなし,100,"60,042,592",http://www.mpuni.co.jp/,12/末,6/末 12/末,本連: 2026/02/12 15:00,"1Q: 2025/04/25
2Q: 2025/07/31
3Q: 2025/10/30
通期: 2025/02/13",その他製造,東証ﾌﾟﾗｲﾑ,
7979,松　風,松風,松風,ｼｮｳﾌｳ,SHOFU INC.,SHOFU,特殊医療,"昭研
松風",E01183,336360000,精密機器,その他製造業,東証,(07/ 2/15),100,"35,788,178",http://www.shofu.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 15:00,"1Q: 2025/08/06
2Q: 2025/11/06
3Q: 2025/02/05
通期: 2025/05/09",その他製造,東証ﾌﾟﾗｲﾑ,
7980,重松製,重松製作所,重松製,ｼｹﾞﾏﾂｾｲｻｸｼｮ,"SHIGEMATSU WORKS CO., LTD.",SIGEMAT,特殊医療,,E02383,334920000,その他製品,その他製造業,東証,(13/ 7/16),100,"7,200,000",http://www.sts-japan.com,3/末,3/末,3Q単: 2026/02/05 15:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/06
通期: 2025/05/09",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7981,ﾀｶﾗｽﾀﾝ,タカラスタンダード,タカラスタ,ﾀｶﾗｽﾀﾝﾀﾞｰﾄﾞ,"TAKARA STANDARD CO., LTD.",TAKRAST,建設関連製品,"丸共建材
タカラスタンダード",E02373,346000000,その他製品,その他製造業,東証,データなし,100,"67,252,994",http://www.takara-standard.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/03 12:00,"1Q: 2025/08/05
2Q: 2025/11/06
3Q: 2025/02/04
通期: 2025/05/08",その他製造,東証ﾌﾟﾗｲﾑ,日経300
7983,ミロク,ミロク,ミロク,ﾐﾛｸ,MIROKU CORP.,MIROKU,航空宇宙・防衛,,E02376,391080000,その他製品,その他製造業,東証,(13/ 7/16),100,"3,005,441",http://www.miroku-jp.com,10/末,4/末 10/末,,"1Q: 2025/03/14
2Q: 2025/06/10
3Q: 2025/09/12
通期: 2025/12/15",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7984,コクヨ,コクヨ,コクヨ,ｺｸﾖ,"KOKUYO CO., LTD.",KOKUYO,事務用機器・事務用品,"ｺｸﾖ九州販売
コクヨ",E00670,329700000,その他製品,事務用品,東証,データなし,100,"440,969,852",http://www.kokuyo.co.jp/,12/末,6/末 12/末,本連: 2026/02/13,"1Q: 2025/04/25
2Q: 2025/07/30
3Q: 2025/10/30
通期: 2025/02/14",その他製造,東証ﾌﾟﾗｲﾑ,日経300
7985,ネポン,ネポン,ネポン,ﾈﾎﾟﾝ,NEPON INC.,NEPON,建設・農業機械,,E02385,375840000,金属製品,その他製造業,東証,データなし,100,"962,948",http://www.nepon.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/07
2Q: 2025/11/11
3Q: 2025/02/04
通期: 2025/05/15",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ 福証,
7986,日ｱｲｴｽｹｲ,日本アイ・エス・ケイ,日本ＩＳＫ,ﾆﾎﾝｱｲｴｽｹｲ,"NIHON ISK CO., LTD.",NIHONISK,事務用機器・事務用品,,E01656,326160000,その他製品,他金属製品,東証,(13/ 7/16),100,"1,776,000",http://www.king-ind.co.jp/,12/末,12/末,本連: 2026/02/13,"1Q: 2025/05/15
2Q: 2025/08/08
3Q: 2025/11/14
通期: 2025/02/14",非鉄金属製品,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7987,ﾅｶﾊﾞﾔｼ,ナカバヤシ,ナカバヤシ,ﾅｶﾊﾞﾔｼ,"NAKABAYASHI CO., LTD.",NAKABAY,商業印刷,"ナカバヤシ
国際チャート",E00679,364440000,その他製品,事務用品,東証,データなし,100,"28,794,294",http://www.nakabayashi.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 15:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/09",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7988,ニフコ,ニフコ,ニフコ,ﾆﾌｺ,NIFCO INC.,NIFCO,特殊化学,,E02386,375620000,化学,その他製造業,東証,データなし,100,"100,257,053",http://www.nifco.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/05,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/02/04
通期: 2025/05/12",その他製造,東証ﾌﾟﾗｲﾑ,JPX日経400 日経500平均
7989,ﾌﾞﾗｲﾝﾄﾞ,立川ブラインド工業,ブラインド,ﾀﾁｶﾜﾌﾞﾗｲﾝﾄﾞｺｳｷﾞｮｳ,TACHIKAWA CORP.,TATIKWB,家具・装飾,"立川ブラインド工業
富士変速機",E02389,346620000,金属製品,その他製造業,東証,データなし,100,"20,763,600",http://www.blind.co.jp/,12/末,6/末 12/末,本連: 2026/02/10 14:00,"1Q: 2025/05/08
2Q: 2025/08/05
3Q: 2025/11/05
通期: 2025/02/12",その他製造,東証ﾌﾟﾗｲﾑ,
7990,ｸﾞﾛｰﾌﾞﾗｲ,グローブライド,グロブライド,ｸﾞﾛｰﾌﾞﾗｲﾄﾞ,"GLOBERIDE, INC.",GLOBERI,娯楽用品,,E02382,350380000,その他製品,その他製造業,東証,データなし,100,"22,800,000",http://www.globeride.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/08
2Q: 2025/11/10
3Q: 2025/02/13
通期: 2025/05/13",その他製造,東証ﾌﾟﾗｲﾑ,
7991,ﾏﾐﾔOP,マミヤ・オーピー,マミヤＯＰ,ﾏﾐﾔｵｰﾋﾟｰ,"MAMIYA-OP CO., LTD.",MAMYAOP,娯楽用品,"キャスコ
マミヤ・オーピー",E02377,387030000,機械,その他機械,東証,データなし,100,"10,508,670",http://www.mamiya-op.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04,"1Q: 2025/08/06
2Q: 2025/11/05
3Q: 2025/02/07
通期: 2025/05/08",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7992,セーラー,セーラー万年筆,セーラー,ｾｰﾗｰﾏﾝﾈﾝﾋﾂ,"THE SAILOR PEN CO., LTD.",SAILOR,その他耐久消費財,,E02365,341340000,その他製品,事務用品,東証,データなし,100,"29,659,554",http://www.sailor.co.jp/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/15
2Q: 2025/08/07
3Q: 2025/11/14
通期: 2025/02/14",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7994,オカムラ,オカムラ,オカムラ,ｵｶﾑﾗ,OKAMURA CORP.,OKAMURA,事務用機器・事務用品,,E02369,319240000,その他製品,その他製造業,東証,データなし,100,"100,621,021",http://www.okamura.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 15:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/09",その他製造,東証ﾌﾟﾗｲﾑ,JPX日経400 日経300
7995,バルカー,バルカー,バルカー,ﾊﾞﾙｶｰ,"VALQUA, LTD.",VALQUA,産業機械,,E01164,374420000,化学,合成樹脂,東証,データなし,100,"18,688,733",http://www.valqua.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 15:00,"1Q: 2025/07/30
2Q: 2025/11/05
3Q: 2025/01/29
通期: 2025/05/14",化学,東証ﾌﾟﾗｲﾑ,
7997,くろ工,くろがね工作所,くろ工,ｸﾛｶﾞﾈｺｳｻｸｼｮ,KUROGANE KOSAKUSHO LTD.,KROGN-K,事務用機器・事務用品,,E02372,327200000,その他製品,その他製造業,東証,(13/ 7/16),100,"1,857,113",http://www.kurogane-kks.co.jp/,11/末,11/末,本連: 2026/01/14,"1Q: 2025/04/14
2Q: 2025/07/15
3Q: 2025/10/15
通期: 2026/01/14",その他製造,東証ｽﾀﾝﾀﾞｰﾄﾞ,
7999,MUTOH-HD,ＭＵＴＯＨホールディングス,ＭＵＴＯＨ,ﾑﾄｳﾎｰﾙﾃﾞｨﾝｸﾞｽ,"MUTOH HOLDINGS CO., LTD.",MUTOH-HD,産業機械,,E02305,391400000,電気機器,他電気機器,東証,データなし,100,"5,054,818",http://www.mutoh-hd.co.jp,3/末,9/末 3/末,3Q連: 2026/02/04 16:00,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/13
通期: 2025/05/14",電気機器,東証ｽﾀﾝﾀﾞｰﾄﾞ,
